analysis_date,yhat,yhat_lower,yhat_upper,metric
2025-06-01,278.70913241840805,-38.69068685992523,603.7844949239171,engagement_velocity
2025-06-02,76.0063369071456,-259.83308147740894,387.5437867916548,engagement_velocity
2025-06-03,129.55950035127688,-205.60565399706397,453.4563592450281,engagement_velocity
2025-06-04,19.919583311883528,-311.1986549667249,337.73797113978367,engagement_velocity
2025-06-05,47.58991666124261,-274.03901926519876,349.4875294537161,engagement_velocity
2025-06-06,37.94817334240772,-288.9228588218893,364.30966387317835,engagement_velocity
2025-06-07,25.909508104723237,-296.6560791386398,331.99813055713724,engagement_velocity
2025-06-08,283.2363739859836,-14.553620524166334,602.1795543467695,engagement_velocity
2025-06-09,80.5335784737457,-239.49543217837805,419.78251195568026,engagement_velocity
2025-06-10,134.08674191321677,-197.23545545208353,445.2102004236064,engagement_velocity
2025-06-11,24.44682486865871,-320.52077511309363,351.7120220093245,engagement_velocity
2025-06-12,52.1171582090786,-269.6274751271959,390.7576362472443,engagement_velocity
2025-06-13,42.47541487603217,-284.8219015337026,374.51317039381087,engagement_velocity
2025-06-14,30.4367496288358,-308.49878372013836,351.2136845402102,engagement_velocity
2025-06-15,287.76361550489383,-30.148954799429866,629.8361585393332,engagement_velocity
2025-06-16,85.06081998780972,-236.1905859923436,419.3447837440606,engagement_velocity
2025-06-17,138.61398342588228,-169.95636276994725,473.57732373902854,engagement_velocity
2025-06-18,28.97406638193469,-293.5130584435051,362.57072710317925,engagement_velocity
2025-06-19,56.64439972382346,-264.237946775875,371.1327244031437,engagement_velocity
2025-06-20,47.002656396053894,-278.8770925071112,365.1004751530712,engagement_velocity
2025-06-21,34.96399115526308,-314.5611340732854,370.1513326775179,engagement_velocity
2025-06-22,292.29085703299654,-46.962010631593046,587.6683146886046,engagement_velocity
2025-06-23,89.58806151989269,-232.63843771835118,414.33530061329293,engagement_velocity
2025-06-24,143.14122496222603,-218.4732957437039,458.3431131642171,engagement_velocity
2025-06-25,33.50130792088511,-293.4872986477071,340.92551380255236,engagement_velocity
2025-06-26,61.1716412656213,-274.9186968904123,395.51113152718773,engagement_velocity
2025-06-27,51.5298979423575,-287.87509504253524,374.78093977409196,engagement_velocity
2025-06-28,39.4912327071754,-286.00042325033564,373.4673625236913,engagement_velocity
2025-07-01,147.66846652741427,-186.6221177450296,465.2104768443803,engagement_velocity
2025-07-02,38.02854948891543,-297.4704917702126,364.68734032630977,engagement_velocity
2025-07-03,65.6988828376266,-249.18572672636827,388.43099513523845,engagement_velocity
2025-07-04,56.057139519065224,-280.6980163824163,378.9584223289256,engagement_velocity
2025-07-05,44.01847428663827,-286.48105232419186,361.19869348106573,engagement_velocity
2025-07-06,301.34534017185354,-24.635144188590353,658.0071668279346,engagement_velocity
2025-07-07,98.64254466405319,-230.698539150113,403.94269259010605,engagement_velocity
2025-07-08,152.19570811117313,-172.26033942471386,480.56508591503945,engagement_velocity
2025-07-09,42.55579107377534,-296.53451203812574,383.8651465194868,engagement_velocity
2025-07-10,70.22612442201765,-257.2769466096596,398.5555736619168,engagement_velocity
2025-07-11,60.584381098203615,-254.58179670125182,397.7273182194383,engagement_velocity
2025-07-12,48.54571586053059,-302.78613919511764,386.4643063860044,engagement_velocity
2025-07-13,305.87258174111173,-28.211687507721628,636.21369232371,engagement_velocity
2025-07-14,103.16978622827968,-214.15426996390082,402.53108979740193,engagement_velocity
2025-07-15,156.72294967128252,-143.10379978764482,500.02742853763704,engagement_velocity
