analysis_date,yhat,yhat_lower,yhat_upper,metric
2025-06-01,278.7091334569952,-34.59917353573124,573.7734139165086,engagement_velocity
2025-06-02,76.00633533869635,-247.69093872646698,392.3479938037366,engagement_velocity
2025-06-03,129.5595003340224,-202.43865865219672,455.3579086078388,engagement_velocity
2025-06-04,19.91958455518015,-319.4110571909107,325.06273350179526,engagement_velocity
2025-06-05,47.589918987526296,-275.4355912018149,384.9562999288224,engagement_velocity
2025-06-06,37.94817551083048,-304.296243906999,367.5180171424971,engagement_velocity
2025-06-07,25.90950788476563,-288.82325923241626,351.9692894375389,engagement_velocity
2025-06-08,283.23637461654215,-19.731381978648386,624.4129931940341,engagement_velocity
2025-06-09,80.53357648305452,-234.26940917081134,424.4185272906196,engagement_velocity
2025-06-10,134.08674149710902,-207.0728340822316,470.55225047997305,engagement_velocity
2025-06-11,24.44682573649081,-292.9070644583339,348.22775983705924,engagement_velocity
2025-06-12,52.11716021185709,-264.04287582440435,366.4300208494719,engagement_velocity
2025-06-13,42.47541674079965,-275.71871326216797,391.9319478765952,engagement_velocity
2025-06-14,30.436749110715688,-290.05056992592193,330.83821866071764,engagement_velocity
2025-06-15,287.76361584221337,-7.846459431241624,608.2079430341153,engagement_velocity
2025-06-16,85.0608177088031,-226.2664897650543,416.96086493255217,engagement_velocity
2025-06-17,138.61398268878057,-198.67605728505185,444.87965022919343,engagement_velocity
2025-06-18,28.974066855983693,-299.9893290825765,344.57193707171245,engagement_velocity
2025-06-19,56.64440126002972,-292.5699231485187,373.20336457901135,engagement_velocity
2025-06-20,47.00265772485921,-267.3651155017957,373.23780889951865,engagement_velocity
2025-06-21,34.96399003179086,-272.7682475144975,367.24309350014784,engagement_velocity
2025-06-22,292.29085669614324,-12.915481805150325,620.2648040499523,engagement_velocity
2025-06-23,89.58805848845105,-224.70235234574145,430.2770839596404,engagement_velocity
2025-06-24,143.14122339442716,-186.4850024203931,469.8493662431186,engagement_velocity
2025-06-25,33.50130752608534,-289.5195594137044,361.05068183877006,engagement_velocity
2025-06-26,61.171641880946055,-282.74517504020935,393.446930577245,engagement_velocity
2025-06-27,51.52989832695877,-256.65172365979856,352.6591122819328,engagement_velocity
2025-06-28,39.49123063968227,-311.783491284169,358.2508528437266,engagement_velocity
2025-07-01,147.66846403502672,-198.36861436974687,490.38703594467734,engagement_velocity
2025-07-02,38.028548179151514,-280.6482408567604,351.8666201564209,engagement_velocity
2025-07-03,65.6988825968819,-274.007764041427,398.38161175342077,engagement_velocity
2025-07-04,56.057139106491775,-269.7655158706732,376.47923443955386,engagement_velocity
2025-07-05,44.01847145735946,-281.53942756479654,379.87440108665214,engagement_velocity
2025-07-06,301.34533818934034,-38.05188168021127,615.4195744384467,engagement_velocity
2025-07-07,98.6425400565396,-220.59044766658636,390.8169374103712,engagement_velocity
