analysis_date,yhat,yhat_lower,yhat_upper,metric
2025-06-01,278.7091334569952,-60.78055433544398,595.2605558801084,engagement_velocity
2025-06-02,76.00633533869635,-241.20150978414014,414.1018261114099,engagement_velocity
2025-06-03,129.5595003340224,-194.1004736722835,456.79022527172697,engagement_velocity
2025-06-04,19.91958455518015,-315.9773194454017,354.88006873027484,engagement_velocity
2025-06-05,47.589918987526296,-280.2203088643738,348.5251035499961,engagement_velocity
2025-06-06,37.94817551083048,-298.22520021185784,372.33072649966846,engagement_velocity
2025-06-07,25.90950788476563,-314.1011235179202,348.32441201075227,engagement_velocity
2025-06-08,283.23637461654215,-59.89610387527486,592.5998377879642,engagement_velocity
2025-06-09,80.53357648305452,-255.03814923477515,386.8670892998942,engagement_velocity
2025-06-10,134.08674149710902,-181.65489358508935,449.8350754648716,engagement_velocity
2025-06-11,24.44682573649081,-284.04653675319435,361.1622731012409,engagement_velocity
2025-06-12,52.11716021185709,-283.8990358163789,359.06131843722636,engagement_velocity
2025-06-13,42.47541674079965,-283.5162916253738,353.15541258504817,engagement_velocity
2025-06-14,30.436749110715688,-296.7530967863226,368.1971459729648,engagement_velocity
2025-06-15,287.76361584221337,-27.647443161886155,604.540131994904,engagement_velocity
2025-06-16,85.0608177088031,-249.0676799539134,421.2225007731655,engagement_velocity
2025-06-17,138.61398268878057,-182.40054780747607,433.7236827611651,engagement_velocity
2025-06-18,28.974066855983693,-301.9877043891646,320.7802981223276,engagement_velocity
2025-06-19,56.64440126002972,-263.6258957109157,387.78306857235225,engagement_velocity
2025-06-20,47.00265772485921,-291.087567306352,364.3000733042917,engagement_velocity
2025-06-21,34.96399003179086,-288.37524230463663,365.1931127712839,engagement_velocity
2025-06-22,292.29085669614324,-32.820733661636496,657.560531199829,engagement_velocity
2025-06-23,89.58805848845105,-222.43128621375067,398.308810696112,engagement_velocity
2025-06-24,143.14122339442716,-173.49260662333015,484.8850612117513,engagement_velocity
2025-06-25,33.50130752608534,-298.4229783282921,370.21462024168164,engagement_velocity
2025-06-26,61.171641880946055,-289.6298846863604,385.94893426320425,engagement_velocity
